,label,text
24827,1,Nana says we've been doing a lot of eating during their visit...welcome to Richmond!  City of a thousand great places to stuff your face 
24828,1,What should I do todayy?? 
24829,0,We didn't get to finish tonight because people couldn't stop beating each other up. 
24830,0,"It's Monday, let's go to work. My knee hurts...  Public transport for me today."
24831,0,and i no have over 300 screenshots ahah i missed the last 5 mins  my internet fucked up
24832,1,going to see Up in 3D at noon 
24833,0,"I'm getting sick. I know how bad it feels. Oh no please, this week is gonna be a busy week "
24834,1,@t5fau  today  iwill give u all the comments from the presentation - am officially not working 
24835,0,@blane_west No nothin' like that at all. I'm kinda freakin' out pretty bad over this 
24836,0,Home alone (wife &amp; 2 daughters are off to scrap booking class) ... time to continue cleaning the garage 
24837,0,"here we go again...maldita rotina! mas hj ï¿½ sexta!! grande coisa, aula de japs e english ashita. "
24838,1,twitter...jitter...all the same 
24839,0,I fell and hit me head on a wall  Im too clumsy!!
24840,0,@missbbrown im so trying to follow you and my computer is saying following missbbrown then I go to see who im following and its saying no 
24841,1,I want to meet my hanasaki ika gunkan tonight!salmon belly soup wants to meet...hahaha 
24842,0,@jamavery yall never came and saw me yesterday at work..  i was kinda sad.. hehhe
24843,0,I have a SEVERE case of the Mondays 
24844,0,wow i soooo dont feel well..uuugh what the hell 
24845,1,@DJ_AM can't wait to dl ur new mix! 
24846,0,@fabianv what kind of docs? and what are you using to write them? we're always behind on our docs 
24847,0,Home alone and with nothing to do 
24848,1,LA trafficc man..... Ahhhh!!! Thank god for the oreo ice cream cone I jus had ... Life jus got a little better 
24849,1,"i'm doin my tweets on my phone so i have on clue how to reply to anyone. but thank u fiercemichi, as soon as i can i'll check it out. "
24850,1,"@pago I missed the #goodnight train, so instead how about a beautiful #goodmorning? "
24851,0,I don't wanna go to work  very seriously contemplating just not showing up...
24852,0,"Yippy, my tweets were on Red Cross's blog!  Boooo, I didn't qualify for Macy*s &amp; Clinton Kelly's Make Over America Contest! "
24853,0,I want to wish all the fathers out there a Happy Father's Day. Cherish what you have. Happy Father's Day Daddy...wish you could be here 
24854,1,Wen't to walgreens and bought some cinnamon gum  Spicayy!  curled my hair and it looks dreadful! jk  Tweet Tweet
24855,1,@kaylaa_cullen Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
24856,1,@kingdomfirstmom She had vanilla with sprinkles. 
24857,1,"Picked out wedding bands today, wish I could afford a wedding. Oh well either way I'm happy and in love "
24858,1,@GinaLaGuardia But now I'm at work.  No wife to nag me.  How's your day? 
24859,1,"uhm, well im very tired atm so i'll start english tmrw  Surfing the net is such a time consumer."
24860,0,@dilyaela nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha
24861,1,"Good morning everyone! Up early so lord knows I'll be going back to sleep soon, haha. Don't have dance until 7:15 tonight so yay sleep! "
24862,1,"@V_Bubzii sup nessie, study for thats amore tomorrow?  kyu, lol"
24863,0,Following #Tonys tweets and starting to think today will be a string of advertising and name-dropping.  
24864,1,": poppin bottles in VIP at Pink Elephant with @hermouthsays, @meredithbenson and @nicciozz. Life is amazing. "
24865,0,Charlie is in Sydney.  Can it be possible? A night in on a Friday?  And I can't go to Sydney cos they are still fixing my car. Tragedy!
24866,0,"@33percent I just got the most depressing text message, im actually buying a pair of shoes b/c of it.   WooooooooW!"
24867,0,"I hate when I have popped out windows in FF3, because if I close then it saves the popped out windows as tabs, not my actual tabs "
24868,0,no wait. I cant he loves green jello 
24869,0,has work tom. 
24870,1,"@absolutelytrue Not sure if I've told you, but I really enjoy your tweets! Maybe it's your avatar ~ Presentation is everything, right? "
24871,0,At work early. Maybe we'll get out early too... probably not. 
24872,0,Should I bring my DSLR tonight? I don't have a point and shoot available to me right now  Maybe I'll just enjoy it. Yeah that sounds good!
24873,1,"SPECIAL OFFER til 1stMay09, Buy Ur Dog A Slip Harness $17.50AUD/apprx$12.60USD 30%DISC+P&amp;H http://is.gd/nEXB Place Order 1st thru my DM "
24874,1,@Donniedoll we are party girls really lol  Dolls 
24875,0,I saw three obese kids today  Americans are so unhealthy...
24876,1,http://tinyurl.com/cdooaq yellow monsters latests 
24877,0,Is also having a lonely night.... Wishing she could go to Audun's so that she doesn't have that bad dream again... 
24878,0,ermm okay so geography tommro  that should be fun (N) I guess I should get some sleep soon then ? :/
24879,1,"@dshack yep, maybe it's time to turn off tabs until something smarter comes around. Or go back to OmniWeb! "
24880,1,Walmart then w/ baby bryannnn!  call/txt.
24881,0,Sad about my aunt's passing... 
24882,1,@pez_gurl EEEE YES i saw that prompt and hoped someone would write it! 
24883,0,@Rogues_Gallery mark is my boyfriend. he lives in Spain. and I live in stoopid NZ. it's very lame.  he's @MarkK_H
24884,1,@MariahCarey  Find it amazing how You always stay in good mood and so festive  God Bless!
24885,1,@ggmittal chal savere gal karde hann....... gud niight for now.. 
24886,1,@ezrabutler no coffee. not today anyway 
24887,0,I really appreciate that my headache stayed away while i was studying but WOAH that came on fast. 
24888,1,Thanks to all for the #followfridays 
24889,1,Just discovered Earl of Sandwich - a cross between Panera and Quiznos.  The free kids meal doesn't hurt!  
24890,0,@ninjalinda it wasn't people in my dreams. 
24891,1,DJ's and music lovers will love our next giveaway 
24892,0,Prayer cards soaked in coffee 
24893,0,@Famercado Sorry  I already donated my clothes to your brother's. Wala nang natira for yer dad  Joke.
24894,1,"im proud of myself, just cleaned my whole desk which has been my trashcan for the last 2 months - ahhh small profits of the everyday life "
24895,1,mmm.. im gonna go to sleep now bubs cause im going shopping tomorrow   see'yaah x loveyoou x
24896,1,"@jbNchp er..... why? wehehhe. Sorry, but I follow ppl whom I have a common interest with.... like FOB/PATD/Twilight/Twitter... "
24897,1,@IlanBr thanks for the mention 
24898,1,Joe has Twitter Too!! 
24899,1,"dinner, movie, drinks at meagans tonight "
24900,1,@AriaaJaeger Ur the good morning fairy today!!  Good morning!
24901,0,Dreading going back to the &quot;real world&quot; tomorrow.  vacation is over 
24902,0,Up and not excited to be 
24903,0,"@Tea_Toe No HBO at the crib  i had to go to Johan's house. Did u watch, the season 2 opener kicked ass, just wish there was more action"
24904,0,"@Schofe @Bevja What a fabulous idea!  I'm going to have one too..... oh no, I forgot.....  can't "
24905,0,"@suckit_nerds yeah, I just live with my mom and grandma. And my grandma is crazy and will condemn to hell for it "
24906,1,ugh...Drake is UGLY...someone had to say it! sorry. [still like his music though] 
24907,0,@matthewfrace I am lost. Please help me find a good home. 
24908,0,"@HoustonGran Are you trying every day, Gran? "
24909,1,had a great weekend in Renfrew  ... managed to bring back a great haul of food from momma's cupboards 
24910,0,I've never seen an editor that could even come *close* to the awesomeness of &quot;e&quot; (http://e-texteditor.com). A pity I'm on OSX 
24911,1,Gossip Girl is on tonight  beeedooodooodooo!
24912,0,@Bryant_the_HNIC i know! i'm so sad 
24913,1,@naturalfocus now three! Fixed  your tweet may reappear though
24914,1,"@InezBracy Thankks, Inez! Appreciate your tweets, too...&amp; your early membership to http://BestLifeDesign.com! "
24915,0,@duckie_kate  Then they'll have to get fucking 'undiscovered' people or w/e.
24916,1,@LucasCruikshank let me know how it is plz!!! 
24917,1,"my livejournal is officially updated for the first time in like a month. if you're interested, read it. if not, don't read it. whatevs. "
24918,1,Lakers game tomorrow night!!!! Im soooooooo ready! I been missin my Kobe  GOOOOOOOOOOOO LAKERS!!!!!!!!!!!!!!!!!!!!!!!
24919,0,@yygallvox Am I wrong then  I dunno. I'm bad at guessing things. XD
24920,0,THE FLOOR IS LAVA!!!!!!!!! I so wanna play that game right now 
24921,0,"@aleanathem, i just wrote this whole big comment down and for some reaosn it didn't save it  noooooo!"
24922,1,@ggadventures I bet you have cute little hands too 
24923,0,What to do on a friday night? SLEEEEEEP. So tired. I've been going on 4-5 hour sleeps. 
24924,1,"@sarahdemay hope you had a happy birthday!  not sure what you won, but it sounds like a good thing!"
24925,0,"@karla_alyssa doing great. got my nails done, laid out by the pool...great day minus my team losing  how are things with u?"
24926,0,"no blink-182 tickets for me, they sold out in 30 minutes. "
24927,0,yes I was still sleep @daviesgravey. and I only like days off when I don't have cramps  lol
24928,0,@JustinBaney @ whittydittie i didn't get letters either 
24929,1,Watching Mcfly on Gordon Ramsays the F world.they are reallt great! 
24930,0,"Not sure how many people can say that they have washed an iPod, but I can...forgot my nano in my jeans, in the laundry  ...bad luck..."
24931,0,has a list of chores to get through today 
24932,0,I am so sad... saying my first round of goodbyes starting today 
24933,1,@dougiemcfly hey dougie! u alright? howz it going  xx
24934,0,"Wondering what actor or musician ladies have a crush on? I was crushing on David Cook from Idol last year, but no-one 4 awhile. "
24935,1,@bumgenius I love watching the babies learn their new tricks. Good for Elsie  #clothdiapers
24936,1,@daniecetracey @chemical_react @LittleMissYael @2NiteBoy @chaco16 @marytorres12 @famouschick51 Thanks! 
24937,1,watching monty python and the search for the holy grail with katie 
24938,1,"@keza34 ok babe gotta go back to work, tweet you later "
24939,0,@darrenferguson No Centreparcs in St. Albans 
24940,0,@NickelCity hmmm ... thats the one thing I didnt do ... don't know how 
24941,0,@karli29 white zara tube dress with patton flats... I forgot my grey pumps ripped a lil in jamaica  I need new shoes...
24942,1,"shout out to @ev I'm A FIEND  This is one of the HOTTEST songs out right now, hit me on twittttttaaaaaa  â« http://blip.fm/~7s6wd"
24943,1,@dougiemcfly You guys should actually rest nowadays because of the flu virus around. Becareful not to catch it! all the best. 
24944,1,@skybluberrie Haha she's your problem now 
24945,1,didn't I say I was going to list some new items&gt;  really going now  #mmwanted
24946,1,"@feblub cheers  have a good day at work, dont work to hard now y'hear"
24947,1,@augustwillo haha no just bella as in beautiful  good movie tho!
24948,1,@Dontkawai I do but it's nice to read about the local happenings from the paper.  Plus they have better Jumbles and Sudoko puzzles here. 
24949,1,@lohnjovell she should be informed that sleeping thru the night is a good thing 
24950,0,Saying my final goodbyes to my parents before they're off to France! 
24951,1,@annerdo like oh my god this is so like totally new to me gosh! 
24952,0,@bwalker man that didn't look good at all! 
24953,0,Road trip ! To birmingham  wat a shit whole !
24954,0,@jennymelon haven't seen Lost yet but will watch it tonight...after our weigh in 
24955,1,Love this new tune : Rustler vs. Daft Punk - Around The World (Mark Simmons Remix) give me goosebumps 
24956,1,@Joey_Pavlik I'm not depressed enough to do sports  check this http://tinyurl.com/c9q496 I WILL GIVE YOU PLANKTON!
24957,1,@biancaJbeck can I get a pound of twenties cut paper thin 
24958,0,In severe pain now. Chemo muscle spasms. 
24959,0,think i'm gettin a cold...cant stop sniffling! 
24960,0,i have a feeling that today is going to be a crappy day 
24961,0,Fondant sux nearly as much as not being in CT 
24962,1,"It's beautiful out... I'm at my brothers.. and I'm having a completely enjoyable day, what's next? I say Thank you God. "
24963,0,Wow the hogs got their --- kicked!!!  
24964,0,@lameymacdonald Thats really awesome about your mom. My mom got old so fast it seems like. 
24965,1,@LoveMeSomeDean http://twitpic.com/7g0h9 - oh my god! Love it. Priceless! 
24966,1,580  pianotime  @celiaistall. srsly stop randomly leaving :S bebackl8r  youknowyouloveme  OH you're back now  kk &lt;3
24967,1,"Time for LOST with @Jersina, as usual, hehe! We are on the first disc of Season 3 now! So excited. "
24968,1,I guess its more abs work @ home then! 
24969,0,Going to my recital today! i can't dance though because of my knee  just going to support my friends in all my dances!
24970,0,haha good morning Tweeters! Gotta go to work.  Why make me work the day before a big vacation? Seriously! Do they know I gotta pack?? haha
24971,0,Photo: do you see that? I WANT ONE TOO!  http://tumblr.com/xtb25dakg
24972,0,I was born in Guam and traveled to the US by ship via Hawaii and Japan but was only 6 mos old.   been 2 Mexico &amp; Canada~wanderlust lives
24973,1,is done with the book 'Honolulu' by Alan Brennert and is now starting to read 'Love is a Mix Tape' by Rob Sheffield 
24974,1,@RebeccaMasters did you get the tickets?! 
24975,0,fkjasdkljfasl;dkjf kinda maddddd... UGH! :| going to eat andthen study someeee. blahhh ksadl;fj;asdljf j ughhhhhhh.  whateverrrr.!! ugh.
24976,1,@notoriousflirt you're smart and funny and caring and gorgeous to boot! K?  *hugs u*
24977,0,back from Tallinn and back to business 
24978,1,"is enjoying wholemeal chicken tenders + veg +wine b4 calling his sweetheart, Chris "
24979,1,"@AyBuey True, true. After this long it's gonna be effing sweet. Can't wait to race...  -"
24980,0,aw i'm sad about Alex leaving the band. i like him and he's really nice. i wonder if he's being replaced. 
24981,1,@loumongello OMG this video was awesome-the quality was amazing and it was so entertaining-&quot;you can't touch this &quot; video thanks lou 
24982,1,THE HOTEL WAZ GREAT!!! I HAD SO MUCH FUN WITH MY FRIENDS. 
24983,0,i luv miley cyrus can i have ur numberi have like no friends an ur like my only imagine friend i wish i could have meet u but..... 
24984,1,Tweet Testing 1.2.3 Tweet Testing 1.2.3  it works....
24985,0,is looking for lower arm bushing for my car. 
24986,0,@bowchicka http://twitpic.com/6kgnv - I've had that job. A few times 
24987,0,in on a saturday night  tragic!
24988,0,@Ky_hamho MÃ¬nh tháº¥y trÃªn H2T cÃ³ nÃ³i nhÃ¬u vá»? twitter nÃªn mÃ¬nh cÅ©ng xÃ i thá»­. Báº¡n mÃ¬nh cháº£ cÃ³ Äá»©a nÃ o xÃ i twitter háº¿t 
24989,1,Listening to the new Doves album. I love it so much! It's brightning my journey to work 
24990,1,@azp74 Love sending postcards!? Send some of my crazy postcards to your postcrossing friends!  http://is.gd/ugVc
24991,0,tired. last night i did not sleep well 
24992,0,tomorrow is fathers day...I've been kind of dreading that day 
24993,0,@lapsecatholic im having same problem  i gotta find a website that streams or has download links for top chef masters
24994,1,@mitchelmusso Hey can you shout on me so that I could sleep?! :-&gt; Thanks! 
24995,0,#waffleday is #wafflefail at #ndc09 
24996,0,"gosssip girl was hot, poor chuck bass "
24997,0,@_amberlovely its only letting me have one photo in there ? 
24998,0,@rickeeh I want steak.  ))
24999,1,hi guys i'm hOoooome.. after a night in the city wid the girLs  had a bLast.. fun drunken times sorry for the sober ones love you anyway!!
25000,1,@iiacovou oh deary me..is that too cruel?...yes it hink so..you could say it was a less harmful disease like...spring leprasy ??? 
25001,0,"@PoloBandit lmao, ah man, im gonna need whipped cream to enjoy these properly when they're done, boo  well, baking iAm lol"
25002,0,@dustmine321  My deepest condolences.
25003,0,@Dee_Dot_Rhodes hahah that is def my house.. like no lie.. but we not ghetto.. we jus have car problems 
25004,0,One of the Exiles stories made me well up in the train station. I tried not to cry while so many people were around 
25005,1,@JonathanRKnight I double dare you lol 
25006,0,Going to shower then bed. Tired and achy. 
25007,0,i want to go out. 
25008,1,@DonnieWahlberg It's so good to hear out the world goes round with everyones help...have a great day/night  HOLLA Ddub xo Donna from Oz
25009,0,"@TheMightyFoz you may never get around 2 reading this, but 4 what it's worth, I'm sorry that jerk slandered u. I hope udon't lose ur job. "
25010,1,"@AzurePassion awe, thanks! "
25011,0,oh yeah and my UCD test sucked so bad just now i could was considered to jump off the 8th floor rather than take a lift down 
25012,0,I think I have the plague  Just stopped in to make sure Twitter is still alive and well.
25013,0,"@wolvesparkies Pollen count is definitely high in W'ton today, it's the first day I've suffered "
25014,1,tomorrow - school. tuesday - nando's wednesday - seeing sammie possibly? thursday - birthday&amp;exam friday- london &amp; sat - bbq then party 
25015,0,No. Will have to send tom. Off to work. 
25016,1,Obama's Speech at the Correspondents Association - He has promised to complete his next 100 days in 72  http://tinyurl.com/qmu8mk
25017,0,no oneee else. just me! 
25018,0,aww I see they took the twitter widget off the main page on the susan boyle fansite  still on the site tho
25019,0,@ZRHERO Heyy im fine tah sorry took so long been textin carra  n sortin stuff out 4 skewl 2moz cba going   wubu2?
25020,1,"I'm reading up on &quot;make-out tactics&quot;, the book "
25021,0,"Wow, Apple. Sending my iPod case and keyboard protector before both the iPod and the laptop is just cruel. "
25022,1,@jordanknight Yay for Twitpics!  Show us what we're all missing.   Give us a sneak peak of FULL SERVICE baby!
25023,1,@joshtastic1 it couldnt be us coz we already follow u! i followed ur recommendation tho 
25024,1,is gonna have a shower and then go sit in the sun 
25025,1,@wilks to make it worthwhile to them and there client base.  As I know I deliver superb local aussie traffic.
25026,0,Oh bloody hell! I need tea! I MUST HAVE SOME TEA!!  But my water kettle just broke   *rats rats rats* 
25027,1,@joemarsip Possibly! 
25028,1,Surprising sunshine this morning so I'm heading out for a ride on the new bike 
25029,1,conan &amp; pearl jam?! this is going to be good 
25030,1,@trinityrev hope all is well! We are living in Albany now... 
25031,0,"@Quirky75 hey Quirky totally hear you, it happens in our family on both sides all the time...    but dont worry the kids will remember"
25032,1,@kamylakellyoli msn &gt;&gt;surfnet_washington@hotmail.com  !!!!  laa eu ti mando o link do meu orkut blz   xauuu bju
25033,0,@brookethelame everything annoying  i miss you! summer is almost over/halfway in
25034,1,@realmfox so excited! Transformers 
25035,1,@iAquarian Gotta decide what to do with it before I start shouting out the domain!  Currently b2ev
25036,1,@Jason_Manford Saw 'You're Fired' very funny  Can't believe how lightly Deborah got off!
25037,0,my eyes keep watering 
25038,0,@riceowlett iCant DM from my phone  email my phone &amp; I'll reply back: DaLoneStarKid@tmail.com
25039,0,@Aimie94 yeah.. i bought it yesterday.. but i didn't get the poster coz i didn't bought the enhanced cd.. 
25040,1,Mom came and woke me up so that i could get a full day at the adventure dome  I &lt;3 her for knowing how much i love rollercoasters.
25041,0,"@1INAMILLIONDIME Yo Taniyah, I might not get to make the daughter's party.   Unless I come for bout 5-7 mins. "
25042,0,@hanjeehyun also there's a lot of rain on this gay paree 
25043,1,@mleis Season over already? Is there a Fencing Season? So much I don't know 
25044,1,@jpitrone91 i'm still waiting for my letter. Even though i'm well past the age. 
25045,0,Headache 
25046,0,@_Wren_ if we dont im going to be very sad 
25047,0,i'm missing my friends 
25048,0,"OK, who turned the sun off and opened a tap in the sky, just as I am about to go out grrr "
25049,0,Sigh. Made the mistake of stopping at end of sequence on Fri - having trouble picking up where to go next   Bad girl! Always stop mid-
25050,0,@meridian_star Oh my. That sucks majorly. :/ How do you think that will work out? Sounds so bad on your part. 
25051,0,good seeing Nat earlier today... now @ hospital... grandma keeps moving around on the bed...must be uncomfortable 
25052,0,@jenxstudios i wish i could smoke too  stuck @ work...btw looking forward to ur next dvd
25053,0,My computer has a bugga  its okay though because im listening to cage the elephant 
25054,1,@alix_says And you can tell it's getting close to my bedtime. My spelling and typing has gotten horrendous. 
25055,1,@sweetlilmzmia sweet video huh? Youre welcome 
25056,1,Done w practice for @casoo's debut!   Off to the clinic to get shots. YIKES!! :|
25057,1,is cooooold. brr. 
25058,0,May very well cry.....  xx
25059,1,@Scad501  Thanks for following. Have a great week! Hugs 
25060,0,Yaay. I just burned my dinner. 
25061,1,@joeymcintyre just listened to your new song again...5 brothers..ONE millions sisters....*sigh* LOVE IT SOOOO MUCH! 
25062,0,I wish the whole &quot;at least I tried&quot; or &quot;I did my best&quot; concepts could be applied in real life situations--I hate finals--I hate stress 
25063,0,"my camera's being a doucheeee, it stopped working "
25064,0,@cLaRkKeNt22 Good! Yea u left me all by my lonesome on yahoo. I'm like  NOOOOOO! Lmao
25065,1,"IF YOU GOOD AT IT?! THEN DO IT!, i'm good at sleep then i'm going to do it soon  "
25066,0,"My Xbox360 broke for no reason! 1 Flashing Red Light, Error 74 on screen "
25067,0,digg: Pogo Stick Fail [Gif]: He tried to do a backflip.  http://tinyurl.com/m7762g
25068,1,I have nooo idea what i'm meant to do! 
25069,1,@S_sS everytime i come on or look at ur status i 9.9 out of 20 times its about sex !! hmm myb i shud take u amsterdam 
25070,0,Headed back to Pulaski 
25071,0,is having to steal pictures of her daughter off of facebook. 
25072,1,@ninadulce96 hey i was going to ask that? 
25073,1,"http://twitpic.com/4iw0x @JerryKontur @rvitek @carolwingert @Weidling @joereist Thx all - it's a 3k capacity, bought second hand "
25074,1,Recorded my solo. Its on my mac.  sleep please?
25075,0,"i wanna go to camden town, but with no money it's not fun  HAHA damn"
25076,1,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0 
25077,1,@jkeyes get out of it 
25078,0,My poor puppies probably think I hate them  I wanna spend time with them tomorrow
25079,0,@mmitchelldaviss I thought I was your friend 
25080,1,@gibaile @ttamorim wooo hooo so wait for me pretty ladies! brasilia here i come 
25081,0,my daughter took a nap this afternoon. she's still up. this is why we banned naps 
25082,0,So. Very. Cold.  
25083,0,hard at work in the office 
25084,1,First day of work today! 
25085,0,So tired 
25086,1,@liive4themusiic Take care love! 
25087,0,I miss my boys. 
25088,0,carnt belive getaway plan had there last show in sydney and i wasnt allowed to go  ima so sad
25089,0,"My dad met sumbody with swine flu. He like FACE 2 FACE met him, i was so jealous. They dont think we need 2 go in quarantine tho  damnit."
25090,0,"contd = Wilson could also endlessly mock House for his beard, god I can't wait till the season 6 premiere of House "
25091,0,JUST saw a trailer for &quot;Away We Go&quot; with 2 of my favorite comedic actors! i should've gone to see that tonight! 
25092,1,"@RobertPattz Did you eat sth really good?Sorry,i wanted to change some crazy words with you  but i am utterly out of order..its 1:00 am"
25093,1,@mamasama Awww... don't be too critical. It's a work in progress. 
25094,1,"linzi drew flyers are MADE!!!!!        check her out, everyone else does.  www.myspace.com/linziofficial http://tinyurl.com/p45nle"
25095,0,@Miss_Foxay damn baby uh why you such a perv!!! Child molester!!! Muahs I friggin miss u I messaged u in yahoo nvr responded back 
25096,1,@hollins1983 I hope you can have a good rest 
25097,0,Heading to Wimbledon. Still golf-balled up.  http://ff.im/4pkPo
25098,1,"Time for bed, just uploaded part one of my new chapter  You can read it in the morning Kim.  hehe, Night twitterers!!"
25099,1,"@susan_m Actually, I just realized that a follower had sent me a message back when I had initially thought and tweeted it doesn't work! "
25100,1,@ChristianVDV Good for you because i am 50  happy to see you come back !
25101,1,happy birthday calle 
25102,1,"@nwoolhouseuk I've just got into Danny Wallace's books. They're amazing, really really funny. I read them in about two days. "
25103,1,learnt take a bow and some of unfaithful  i need to learn paparazzi!
25104,0,"Drag Me To Hell, you officially made me jump. Primiere you make me sad for not having #Stackers   http://twitpic.com/6g4lt"
25105,1,@michelpoulain Bon courage pour Magento ! 
25106,0,@lunglock it could even speak to me 
25107,1,@spotlightcity you're right.  I'm in 
25108,0,@artcon I WANT SIMS 3 NOOWWW  This is where PC's finally win the Mac/PC war. You win 
25109,1,"@mj_ella yup!!!!  i missed a day here and there, but i pretty much entered it every day   i want to meet @mitchelmusso"
25110,0,@Andyv67 It says d link on it. I'm thinking it's my laptop though cuz I have the wireless switch on &amp; still does not work. 
25111,1,@hellzballer The oil prices on Wall St. went up today.  Watch your pump tomorrow.  Watch next 2 wks. let me know what u think. 
25112,0,sleeping. w/o Mya in the room. 
25113,1,looking at the hills 
25114,0,"@miesasweet awwww wish i was with, have funnnnn!!!!!! miss miami tons "
25115,1,ATLANTA - But I got the German spelling right! 
25116,1,@nazra Try other name la..haha..my name has been taken for a long time so end up using my nick name in school 
25117,0,"Sara graduates on Thursday, I am sooo not ready for this!   I don't want her to grow up."
25118,1,"@Mohamed_Meligy there are alot of people really suffering around us, and we dont even know about them "
25119,1,Just got my light meter!!  YAY
25120,1,have German students here  when they need to revise for Maths tomorrow :/
25121,0,"oh btw, Im taking accountancy.. feuhh.. but i hate finance "
25122,1,morning!!  sun and calm here!
25123,1,ouh yea im new here. hee 
25124,0,Ive been a bad mother to my dog  shes acting out.. this is some  lol doctor phill help!
25125,1,@katewhinesalot I admit...they are an interesting &quot;favor&quot;. Just hate for them to go to waste you know?  I hope you have a GREAT time on
25126,0,"if this is true, saaad day.   http://bit.ly/k13va"
25127,1,"It's my Monday..headphones on, coffee hot, now bang away at this keyboard! That means I have to work  Ciao Twitterland! C U in abt 9 hours"
25128,0,@meagansdesigns you just can't type anymore. very aggrevating especially if you are in the middle of a convo. Makes you look rude 
25129,1,@stylisticalien hey thanks yaaaa 
25130,1,"@CathyBend can't be, look at you, let me guess 29? "
25131,0,I really wish blackboard distant learning portal would WORK!!! How am I supposed to submit my hw 
25132,1,"@lalomartins Creating a QQ account, or what? "
25133,1,@brokerkathy Nite Kathy!  Have a wonderful Sunday 
25134,0,Going to work without my wife this morning   She is the greatest.
25135,1,"Well twitts I was waiting on a response from @DawnRichard, but she's out partying and having a good time,so maybe some other day! "
25136,0,Not feeling well 
25137,1,"what a CRAZY night, my feet are hurting like hell and I'm so happy to be in bed now.  AGAIN PLEASE!"
25138,1,@dressjunkie i nearly choked you witch! 
25139,0,"dont want to work today  i wish i was going on holiday or something, maaaan bad bad vibes xx"
25140,1,"@thesleepy Ñ?Ð¸ Ð¿Ð¾ÑÐ°Ð½Ð¸Ð»Ð° Ð´ÐµÐ½ÐµÑ?, Ñ?Ð¸ Ð³Ð¾ Ð±ÑÑÐºÐ°Ñ Ð½Ð¸ÐºÐ¾Ñ. "
25141,1,Good morning 
25142,1,@deberito Beto's Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later 
25143,1,@_CrC_ Aww... nothing but love for you too. 
25144,0,"@Marlon86 aww I'm on duty tuesday night at school, otherwise i would totally go!!!  give him a big happy bday for me!"
25145,0,i miss my boyfriend 
25146,1,@ashleytisdale CONGRATS on winning Breakthrough Performance Female!!!! u totally deserved 
25147,0,Today I found out that my Blu-ray playing is only R (read). Bummer. 
25148,1,@DaivRawks At least you didn't pack one brown dress shoe and one black one. I knew someone who did that once! 
25149,0,#squarespace rules! at&amp;t drools.  ohhhh yea! http://tinyurl.com/mc5632
25150,1,is loving layin in bed with her boy. We playing burnout revenge on xbox &amp; just being stupid. I want chocolate slice  &lt;3
25151,1,@MichelleFeldman Enjoy the trip! See you when you get back 
25152,1,Would anybody be interested in buying my ENDORZ.COM domain name? Think about what you can do with it... 
25153,1,Confession: I'm not going to the game tomorrow. Hanging out with my mom here while the guys go. She's just tagging along to see me 
25154,0,I hate this last final i have i really am nervous to open it to start it cuz i kno im gonna suk at it  HELP
25155,0,Is about to embark on this weeks mission of working till 8 everyday  except tuesday when I can chillax.
25156,1,Thank GOD I fixed the problemmmm!!!!! 
25157,0,"@TheBellaShow damn that sucks  Just got home already in the bed...went out last night, so I'm chillin..."
25158,0,omg fell on top of adrian at the park in front of everyone...nooooo 
25159,1,"Now that I've read all the tweets, tony awards just came on the air here on west coast. "
25160,1,"4 more minutes, *yeah yeah yeah, yeah yeaaaaaaah*  (sing that in the transformers, robots in disguise tune)"
25161,0,@beejensen Aw..I DID actually. But I text-ed and no one wanted it 
25162,1,@miss_peetie  this the 20 min inner voice guide http://bit.ly/dDGRX   12 min URL 2 follow 
25163,0,I love @lisawiy!! get back from geography camp soooooooon!  you missed sooooo much at school today!........ (that's a lie  )
25164,0,"Making toast, and my lip is bleeding "
25165,1,@futuresocialite  thanks!
25166,0,@yolie81 Im had insomina since I was 6   it can strike at any age...
25167,1,'she dont believe in shooting stars. but she believes in shoes and cars.' - KANYE WEST. so damn right!  mawu shoping! takmo belajar!
25168,1,@yah wait until I'm back doy 
25169,1,"@jessicannamaria No, Pluto is still there. The panda show came on after MMC haha.  I dunno... maybe she's going on tour?"
25170,0,"@eddred5 then erika and after that you, no?  why edward, why? :'("
25171,0,@LATESitsVDO PB M&amp;M's please 
25172,1,is listening to the jonas brothers  msn not working...again...wtf? x
25173,0,@xvanessa88x did u hear the one i said was the song of the day? Its really sad tho 
25174,1,"@vagelisv haha, advice straight from a guy! I think that says more than any magazine could "
25175,1,@sablesnow You go grrl. Name it and claim it! 
25176,0,Tired  Really do not want to get up. Stupid work.
25177,0,"i wish i watched lost, so i could update my status about how far away 2010 is "
25178,0,math homework all night. 
25179,1,bored...what to do.. @DawnRichard i think for sure u and brandy should do a duet  it would go straight to number 1
25180,1,ugh im in connecticut! back to CLUB ENVY next saturday!! see y'all then 
25181,1,@JaredWoods yo usound a bit down but have a beautiful way with words 
25182,1,@Nadir_Omowale should be bump'n Tha counts fool! 
25183,1,@Kraig_Walker They're not my favourite but I love guitar hero 
25184,0,@kvbuckley been doing that  93.3 fever. Somethin is kickin my butt hard! So annoying!
